"category","desc","detailUrl","img","status","students","title","vip"
"产品&运营","学习本课程可以让你对于渠道运营推广工作、APP推广主流渠道推广逻辑、APP推广主流方式、提高产品活跃的常用方式、渠道推广从方案策划到落地执行有具体了解。","http://www.maiziedu.com/course/889/","http://www.maiziedu.com/uploads/course/2016/09/1_e8EBDuk.png","end","8320","APP推广及运营实操","vip"
"产品&运营","了解产品、定位、需求分析及处理灯产品基本知识；了解产品运营协作流程；了解运营人员主导网站改版应该如何做；了解如何在产品层面上设计用户的自运营机制。","http://www.maiziedu.com/course/873/","http://www.maiziedu.com/uploads/course/2017/04/zhidaosheji.png","on","15011","运营指导产品设计","vip"
"产品&运营","本门课程主要学习：如何合理地设计并制作几大电商页面（店铺首页，宝贝详情页，落地页，活动专题页）。
本课程的学习目标：通过本门课程的学习，全面提高学员在营销设计方面的思路和技巧，轻松实现用户点击高、转化高、留存高等瓶颈，本门课程将通过PS实例给大家进行详细讲解。","http://www.maiziedu.com/course/860/","http://www.maiziedu.com/uploads/course/2016/07/1_oXrzHvk.png","end","5842","销售页、落地页设计和制作","vip"
"产品&运营","通过课程学习，让直通车小白翻身变大牛，让企业把每一分钱都花在刀刃上！","http://www.maiziedu.com/course/882/","http://www.maiziedu.com/uploads/course/2016/08/1_gZIyLWl.png","end","2180","淘宝直通车","vip"
"python web开发","Node.js是一门轻量、高效基于chrome v8引擎的javascript语言。它是当前最流行的后台web开发语言之一，Node.js 的包管理器 npm，是全球最大的开源库生态系统。通过本课程你将学到。什么事http协议。Node.js 模块的概念，以及常用系统模块的使用。和web服务器的原理。","http://www.maiziedu.com/course/694/","http://www.maiziedu.com/uploads/course/2016/04/Nodejs-web.jpg","end","17380","node.js开发web应用基础","vip"
"python web开发","Nodejs有诸多的亮点：事件驱动、异步编程、hold住高并发...
那么这么优秀的开发方式如何去打造一款高性能的论坛？如何解决编程中的回调地狱？Express、Redis和mongodb在中间有发挥着什么作用？这节课将一一为大家展现。","http://www.maiziedu.com/course/707/","http://www.maiziedu.com/uploads/course/2016/04/NodeJS-cnodejs.jpg","end","17368","NodeJS项目实战—仿cnodejs社区论坛","vip"
"python web开发","主要介绍在python中，如何使用matplotlib进行数据的可视化分析。通过该课程，学员可以掌握基本的数据可视化分析手段，比如各种简单统计图绘制、调整图形的外观、绘制多图等技巧，并能独立完成综合性的实战项目。","http://www.maiziedu.com/course/709/","http://www.maiziedu.com/uploads/course/2017/04/Python-matplotlib.png","end","47360","Python数据可视化分析 - matplotlib","normal"
"python web开发","Python :Pexpect库应用","http://www.maiziedu.com/course/726/","http://www.maiziedu.com/uploads/course/2016/04/Python--Pexpect.jpg","end","12852","Python :Pexpect库应用","vip"
"python web开发","主要是介绍一下我们工作中在需要可视化统计数据的时候，我们需要用到的两款比较主流的图表插件，两款插件提供了丰富的实例和详细的API说明，基本上满足了我们的可视化需求。","http://www.maiziedu.com/course/734/","http://www.maiziedu.com/uploads/course/2016/04/Echartshighcharts.png","end","14669","Echarts和highcharts的使用","normal"
"python web开发","gevent是一个著名的开发框架。通过本课程可以学习到gevent的各个组件的原理、使用方法及高级技巧，并在实践中掌握gevent的应用场景，最后通过部分源码分析彻底掌握多开发编程的核心技巧。","http://www.maiziedu.com/course/747/","http://www.maiziedu.com/uploads/course/2016/04/gevent.png","end","20060","Gevent","vip"
"python web开发","Pandas是python的一个数据分析包，最初被作为金融数据分析工具而开发出来，因此对时间序列分析提供了很好的支持。目前 Pandas 已经成为 Python 语言里最强大的数据分析工具包。
	你是个价值投资者，你想分析所有股票的平均年化收益率，从而给你选股提供决策数据？你是GTD践行者，你每年年底都要统计一下这一年来你的时间都去了哪儿？Pandas 将是这些任务的理想工具。","http://www.maiziedu.com/course/751/","http://www.maiziedu.com/uploads/course/2016/04/pandas-jc.png","end","26528","pandas教程","vip"
"python web开发","Git是一个分布式的版本控制系统， 起初用作Linux内核代码的管理,而现在在其他项目中也取得了很大的成功.。Github作为git库最大的托管平台， 拥有百万的开发者,，海量的开源代码,，是大家学习和工作很好的平台,，所以不管学习什么语言,，掌握Git相关的知识是开发者必备的技能。","http://www.maiziedu.com/course/782/","http://www.maiziedu.com/uploads/course/2016/05/git_hub.png","on","30160","Git 与 GitHub","vip"
"python web开发","  Fabric 是 python 世界最常用的任务工具，正如C++ 的 Make、Java  的 Ant 、Ruby 上 Rake 还有在 JS 世界中响当当的 Gulp和Grunt 的江湖地位一样。而 Fabric 与其它语言平台上的任务和构建工具又有着很大的区别，除了从python而来的优雅与简洁还有着更强悍的另一面，一个远程主机的脚本化管理工具。
  本课程将由浅入深，通过我在应用Fabric在多个项目中的实际案例让各位同学能更好理解与掌握这一门可以让你的电脑、开发环境、部署等进程“聪明”起来的自动化。","http://www.maiziedu.com/course/793/","http://www.maiziedu.com/uploads/course/2016/05/Fabric_g3JB3tC.jpg","on","10559","Fabric教程","vip"
"python web开发","  本课程为项目课，是对pyqt开发windows gui程序的一个综合运用。在本课程中，我将带领大家一步一步实现一个非常实用的听书软件。本课程内容涉及pyqt的基本控件使用，百度语音合成的使用方法，软件试用和注册的实现方法，学习一些音频处理相关的python扩展包。本课程适合学完pyqt初级课程的同学，对TTS技术感兴趣的同学。本课程最终学习成果是一款PC端听书软件，支持从word，txt和pdf文件读取文本自动转化为语音并保存为mp3格式音频。该软件可帮助视觉障碍人群获取外界信息，包括新闻，小说，博客等；亦可用于正常人群，实现各种小说，文章，教程转换为mp3文件。","http://www.maiziedu.com/course/801/","http://www.maiziedu.com/uploads/course/2016/05/xmts.png","end","12104","小麦听书","normal"
"python web开发","  nodejs之消息服务器开发，旨在为大家提供多样的化即时通讯解析方案，在单聊、群聊、文件传输、离线消息、系统广播等方面作了详尽的讲述，通过此课程的综合学习，能满足绝大多数企业在实时通信方面的需求，同时，课程中所采用的技术均是跨平台的，无论web、ios、android、应用程序exe都完美兼容，让消息处处必达。","http://www.maiziedu.com/course/803/","http://www.maiziedu.com/uploads/course/2016/07/1_KndwkWw.png","end","10639","Nodejs之消息服务器开发","vip"
"python web开发","php高阶内容","http://www.maiziedu.com/course/808/","http://www.maiziedu.com/uploads/course/2016/05/sjk.png","end","15492","mysql操作数据库与实战","vip"
"web前端开发","  现如今前端领域遍地开发，想要构建自己的工程化工具体系还真是不容易，本课程会详细介绍我在工程实践中积累出来的工具箱，从前端项目的初始化到开发，再到测试、构建、部署和监控等环节的事半功倍的工具，认真学完，相信你的个人生产力、代码质量都会上1个台阶，能力提升了，升职和加薪还会远么？","http://www.maiziedu.com/course/749/","http://www.maiziedu.com/uploads/course/2016/04/qdgch_A40YjLh.png","end","20521","前端工程化","vip"
"web前端开发","在诸如Jquery，AngularJS,BootStrap等各种前端框架或库充斥市场的情况下，由Facebook的优秀程序员开发出来的React一经问世，就有人直呼这是革命性创新，性能出众，代码逻辑却很简单易懂。
本套视频教程将从实践的角度带你学习ReactJS。在使用中理解ReactJS、利用ReactJS更快速的实现你的组件化开发。","http://www.maiziedu.com/course/783/","http://www.maiziedu.com/uploads/course/2016/05/React.jpg","end","41877","ReactJS从入门到实战","vip"
"web前端开发","Jquery  php前端开发最重要的基础语言之一，学习本课程，麦子学院资深php开发工程师将带你全面熟悉、掌握Jquery相关应用，创造不一样的php世界。","http://www.maiziedu.com/course/789/","http://www.maiziedu.com/uploads/course/2017/04/Jquery.png","end","46460","jquery基础应用","vip"
